asset,group,driver,lookback,horizon,tradeable,base_rate,hit_raw,chance_agree,p_up_yields_fell,p_up_yields_rose,spread,p_null,spread_h1,spread_h2,n,stable
NDX,index_us,y30,5,21,1,0.6652677857713829,0.48381294964028776,0.4970275578098672,0.6670736670736671,0.6679405520169851,-0.0008668849433179915,0.966,-0.013964824451617175,0.014236894480763596,5004,0
NDX,index_us,y30,21,0,0,0.6656686626746507,0.4497005988023952,0.4945769140361991,0.6244325216673545,0.7043547742708749,-0.07992225260352037,0.0375,-0.26629134318390524,0.10945815191098218,5010,0
NDX,index_us,y30,21,1,1,0.5565095846645367,0.49201277955271566,0.4981720142340944,0.5596368138671068,0.5565773690523791,0.003059444814727752,0.8245,-0.003879699248120372,0.013330735760335277,5008,0
NDX,index_us,y30,21,5,1,0.596722621902478,0.48701039168665067,0.4969460083412087,0.5922410235245563,0.5987184621545855,-0.006477438630029142,0.785,-0.037698125836680085,0.028438968542407128,5004,0
NDX,index_us,y30,21,21,1,0.6641940657578188,0.4991980753809142,0.49532567014081597,0.6743706149401568,0.6549778315195486,0.01939278342060824,0.598,0.037276981652314856,0.006593725917132476,4988,0
NDX,index_us,slope,1,0,0,0.5568588469184891,0.4226640159045726,0.49602101111027663,0.5254382214621633,0.5910543130990416,-0.0656160916368782,0.0,-0.14855900954576812,0.019162690472525723,5030,0
NDX,index_us,slope,1,1,1,0.5568814638027049,0.45007955449482895,0.4960404708967886,0.5515177426250535,0.5552511415525114,-0.0037333989274579427,0.789,-0.0010988317403441972,-0.006754631472185579,5028,0
NDX,index_us,slope,1,5,1,0.5973328025477707,0.4518312101910828,0.49321925141486467,0.5943517329910141,0.5978062157221207,-0.0034544827311066006,0.81,-0.00803967274555506,0.0008424288316444262,5024,0
NDX,index_us,slope,1,21,1,0.665535143769968,0.4464856230031949,0.48849715853994635,0.6579399141630902,0.6775229357798165,-0.019583021616726315,0.108,-0.019581545064377703,-0.020434853024536404,5008,0
NDX,index_us,slope,5,0,0,0.5974930362116991,0.4731396736967768,0.500465545735989,0.5845544554455445,0.6042944785276073,-0.019740023082062796,0.344,-0.10529001246316128,0.0646972690070956,5026,0
NDX,index_us,slope,5,1,1,0.5565286624203821,0.48128980891719747,0.5002700413809891,0.5570522979397782,0.5563349408154318,0.0007173571243463961,0.957,-0.00742193331631158,0.008119682117772808,5024,0
NDX,index_us,slope,5,5,1,0.597211155378486,0.47589641434262947,0.5005034840716814,0.5869996036464527,0.6014047410008779,-0.01440513735442528,0.478,-0.041578966493642344,0.011822123704524734,5020,0
NDX,index_us,slope,5,21,1,0.6652677857713829,0.4864108713029576,0.5009908140633776,0.6622963845848232,0.6619656236227413,0.00033076096208195516,0.989,0.012408990186767888,-0.013467766395648062,5004,0
NDX,index_us,slope,21,0,0,0.6656686626746507,0.5035928143712575,0.5041003820701909,0.6692637319828594,0.6553938356164384,0.013869896366420997,0.7555,-0.11843098386503248,0.1454780526143492,5010,0
NDX,index_us,slope,21,1,1,0.5565095846645367,0.4932108626198083,0.5014217667068154,0.5574600701207635,0.5548414738646101,0.0026185962561533493,0.8725,0.02084366578630814,-0.015336633873518246,5008,0
NDX,index_us,slope,21,5,1,0.596722621902478,0.4876099120703437,0.5025127779471067,0.5897935333073627,0.6025751072961374,-0.012781573988774664,0.6035,0.00539471257590618,-0.03074330430714589,5004,0
NDX,index_us,slope,21,21,1,0.6641940657578188,0.5020048115477145,0.504806001122823,0.6684846123880016,0.6596112311015119,0.008873381286489734,0.8335,0.07286436926111473,-0.054868365955886955,4988,0
NDX,index_us,real10,1,0,0,0.5568588469184891,0.42047713717693835,0.49522973491061584,0.5234375,0.5926424405563033,-0.06920494055630333,0.0,-0.19623015873015875,0.06056189299351311,5030,0
NDX,index_us,real10,1,1,1,0.5568814638027049,0.45544948289578363,0.4952485650761464,0.5607638888888888,0.5518169582772544,0.00894693061163443,0.5615,0.006255346449957289,0.011862891917550855,5028,0
NDX,index_us,real10,1,5,1,0.5973328025477707,0.4599920382165605,0.4918631016978376,0.605994787141616,0.5891333632689717,0.016861423872644332,0.2535,0.007046714899555662,0.027010550175411874,5024,0
NDX,index_us,real10,1,21,1,0.665535143769968,0.4528753993610224,0.48624947687533815,0.6628919860627178,0.6641152633948672,-0.0012232773321493307,0.9295,-0.026558400768577073,0.024814127880018577,5008,0
NDX,index_us,real10,5,0,0,0.5974930362116991,0.4832869080779944,0.49829299896804025,0.5994329688132848,0.5901639344262295,0.009269034387055286,0.6825,-0.0796187178658212,0.09910445283995484,5026,0
NDX,index_us,real10,5,1,1,0.5565286624203821,0.4932324840764331,0.4989873448212909,0.5711390352655047,0.5383951682484901,0.032743867017014594,0.0285,0.010438584772274329,0.055882731781891626,5024,0
NDX,index_us,real10,5,5,1,0.597211155378486,0.4854581673306773,0.49825717052110285,0.602839756592292,0.5893782383419689,0.013461518250323157,0.5135,-0.00845572245826498,0.03660988747567617,5020,0
NDX,index_us,real10,5,21,1,0.6652677857713829,0.4888089528377298,0.4972257206225427,0.6727642276422764,0.6571304724750758,0.015633755167200558,0.497,0.02405372405372397,0.008214285714285618,5004,0
NDX,index_us,real10,21,0,0,0.6656686626746507,0.5195608782435129,0.5066135194680499,0.6833013435700576,0.6424847958297133,0.04081654774034427,0.2755,-0.11248583454751493,0.19527804750609978,5010,0
NDX,index_us,real10,21,1,1,0.5565095846645367,0.49400958466453676,0.5022342048249957,0.5558970418747599,0.5543006081668115,0.0015964337079483748,0.911,-0.005493259009592966,0.0107749506742848,5008,0
NDX,index_us,real10,21,5,1,0.596722621902478,0.5059952038369304,0.5038658122263181,0.6060722521137587,0.5846020008699434,0.021470251243815297,0.3975,0.025016625036493934,0.021059669956404292,5004,1
NDX,index_us,real10,21,21,1,0.6641940657578188,0.52485966319166,0.5071102482365054,0.6879323597232898,0.6373193166885677,0.05061304303472214,0.1825,0.10605283039415203,0.00040379241839361146,4988,0
NDX,index_us,be10,1,0,0,0.5568588469184891,0.35049701789264415,0.4897360172958274,0.47016011644832606,0.6230988593155894,-0.15293874286726333,0.0,-0.17289597196700074,-0.13188418143268216,5030,1
NDX,index_us,be10,1,1,1,0.5568814638027049,0.40930787589498807,0.48975047609283007,0.5507035419699176,0.5606276747503567,-0.009924132780439132,0.5295,-0.030714213043951943,0.012430269221440748,5028,0
